,x12,y12,z12,x14,y14,z14,x16,y16,z16,x18,y18,z18,x20,y20,z20,x22,y22,z22,x11,y11,z11,x13,y13,z13,x15,y15,z15,x17,y17,z17,x19,y19,z19,x21,y21,z21,stage
0,0.14832803606987,-0.13209769129753113,-0.2773599326610565,0.18459582328796387,-0.04944521188735962,-0.34054726362228394,0.23677268624305725,0.020339012145996094,-0.2609842121601105,0.25600293278694153,0.03537273406982422,-0.30966705083847046,0.25918176770210266,0.035414814949035645,-0.2793388068675995,0.2512234151363373,0.03147810697555542,-0.247118279337883,0.10025694966316223,-0.13437068462371826,0.2983025312423706,0.07752293348312378,-0.06656348705291748,0.4110580384731293,0.14492163062095642,-0.0028634071350097656,0.39865362644195557,0.15958520770072937,0.011456727981567383,0.42379459738731384,0.1702740490436554,0.013063311576843262,0.36293092370033264,0.16680696606636047,0.009310364723205566,0.3714633285999298,0
1,0.11416041851043701,-0.1395563781261444,0.1585254669189453,0.15080392360687256,-0.05937787890434265,0.039515700191259384,0.17308568954467773,0.008234113454818726,0.11919240653514862,0.18170684576034546,0.02312067151069641,0.0857122465968132,0.17845487594604492,0.023128479719161987,0.11391536146402359,0.17088252305984497,0.019672125577926636,0.13190506398677826,-0.016253769397735596,-0.12980011105537415,0.6591102629899979,-0.016000568866729736,-0.050242334604263306,0.6025746017694473,0.05477619171142578,0.014116257429122925,0.51319320499897,0.06818211078643799,0.030236631631851196,0.5192994028329849,0.0771639347076416,0.03068557381629944,0.4885537177324295,0.07349729537963867,0.02107420563697815,0.4946203678846359,0
2,0.12891259789466858,-0.13031890988349915,-0.22832468152046204,0.029702991247177124,-0.07920363545417786,-0.376874178647995,-0.026815980672836304,-0.025036722421646118,-0.41207703948020935,-0.05011990666389465,-0.01089426875114441,-0.4665240943431854,-0.041705161333084106,-0.007657378911972046,-0.45352932810783386,-0.03503391146659851,-0.007961124181747437,-0.4076068103313446,0.12321677803993225,-0.12506693601608276,0.34819793701171875,0.12161591649055481,-0.0500275194644928,0.40435928106307983,0.19315746426582336,0.006724745035171509,0.2719600200653076,0.2079160511493683,0.02324739098548889,0.28407004475593567,0.21108296513557434,0.02506759762763977,0.22139611840248108,0.20525678992271423,0.019027799367904663,0.2388087809085846,0
3,0.1403351128101349,-0.12913239002227783,-0.27176038920879364,0.05510953068733215,-0.07275009155273438,-0.42731495201587677,-0.019370049238204956,-0.023081660270690918,-0.4381115883588791,-0.03984057903289795,-0.006752967834472656,-0.49289681017398834,-0.03339648246765137,-0.00469815731048584,-0.4763626605272293,-0.026438266038894653,-0.009223520755767822,-0.4323258250951767,0.1272021234035492,-0.12700659036636353,0.31590552628040314,0.1291963756084442,-0.05852162837982178,0.3615623861551285,0.19253388047218323,0.005855977535247803,0.22832931578159332,0.20586124062538147,0.022693932056427002,0.23815831542015076,0.2094305455684662,0.0248529314994812,0.18164288997650146,0.2035869061946869,0.01863473653793335,0.19733059406280518,0
4,0.1392955482006073,-0.12610673904418945,-0.24542682617902756,0.047901272773742676,-0.07106667757034302,-0.39723268896341324,-0.02084854245185852,-0.020353078842163086,-0.40247929841279984,-0.0429709255695343,-0.005080580711364746,-0.4524966850876808,-0.03284338116645813,-0.0017843842506408691,-0.43321774154901505,-0.027230113744735718,-0.007034420967102051,-0.39502040296792984,0.12397179007530212,-0.12338721752166748,0.3403047248721123,0.1196795403957367,-0.05001246929168701,0.3856993243098259,0.18336030840873718,0.010618865489959717,0.257705383002758,0.20157667994499207,0.02974766492843628,0.27089228481054306,0.20038333535194397,0.0307195782661438,0.21584125608205795,0.19494971632957458,0.023740172386169434,0.22754701226949692,0
5,0.14149409532546997,-0.12633907794952393,-0.2437732219696045,0.04856482148170471,-0.07648015022277832,-0.39721469581127167,-0.02347293496131897,-0.022683382034301758,-0.4170122891664505,-0.04511287808418274,-0.00869530439376831,-0.46859271824359894,-0.036206990480422974,-0.006563246250152588,-0.4516727775335312,-0.02961769700050354,-0.010803699493408203,-0.4110463410615921,0.13392138481140137,-0.1221541166305542,0.337635800242424,0.13433867692947388,-0.045261383056640625,0.3803897649049759,0.1868625283241272,0.014615535736083984,0.2514907270669937,0.20292037725448608,0.03503262996673584,0.26450712978839874,0.201457679271698,0.03551459312438965,0.20647701621055603,0.1958659291267395,0.028790414333343506,0.21993312239646912,0
6,0.15810438990592957,-0.11908772587776184,-0.2212280109524727,0.06671151518821716,-0.06541100144386292,-0.37963201850652695,0.021149396896362305,-0.0036674439907073975,-0.37630724161863327,-0.018880099058151245,-0.0031919777393341064,-0.4251311644911766,-0.015412718057632446,-0.0032539665699005127,-0.395645909011364,-0.011672526597976685,-0.004954546689987183,-0.36454635113477707,0.12857529520988464,-0.11855372786521912,0.34684208780527115,0.12153992056846619,-0.048711150884628296,0.38517407327890396,0.18684163689613342,0.022964924573898315,0.26775918155908585,0.19623896479606628,0.03885504603385925,0.2860516682267189,0.1970827281475067,0.0401671826839447,0.23160570114850998,0.19646808505058289,0.036447733640670776,0.23942271620035172,0
7,0.15304234623908997,-0.11960265040397644,-0.22475481778383255,0.05295392870903015,-0.06678533554077148,-0.3736986592411995,0.0027029812335968018,-0.006469309329986572,-0.3698899522423744,-0.03445005416870117,-0.0031943321228027344,-0.41669852286577225,-0.02803221344947815,-0.0024493932723999023,-0.3900368884205818,-0.02109241485595703,-0.007590055465698242,-0.3591063693165779,0.13246968388557434,-0.11905848979949951,0.34408944100141525,0.13189324736595154,-0.04189407825469971,0.3955007418990135,0.18427994847297668,0.02294611930847168,0.28527887910604477,0.2019815742969513,0.042676568031311035,0.3055773004889488,0.201858788728714,0.0430757999420166,0.24888739734888077,0.19818946719169617,0.03787374496459961,0.25608696788549423,0
8,0.14095960557460785,-0.12068390846252441,-0.23435597121715546,0.04329337179660797,-0.06842789053916931,-0.384445920586586,-0.02121300995349884,-0.022364109754562378,-0.40217696130275726,-0.045197442173957825,-0.01047632098197937,-0.4502611607313156,-0.034259870648384094,-0.007247656583786011,-0.4309627264738083,-0.026636406779289246,-0.011556178331375122,-0.3945585638284683,0.13975654542446136,-0.11827492713928223,0.3342673033475876,0.11785899102687836,-0.04703351855278015,0.3858310431241989,0.18422745168209076,0.02317085862159729,0.2574610263109207,0.20084814727306366,0.04271528124809265,0.27316145598888397,0.20073722302913666,0.043072134256362915,0.21263599395751953,0.19305334985256195,0.036089926958084106,0.22587618231773376,0
9,0.14563892781734467,-0.12310758233070374,-0.2243686243891716,0.055059775710105896,-0.07548192143440247,-0.38143590837717056,-0.01560761034488678,-0.017330676317214966,-0.40587613731622696,-0.03956855833530426,-0.01682993769645691,-0.45711077004671097,-0.02888081967830658,-0.013475626707077026,-0.43335408717393875,-0.023722156882286072,-0.014937490224838257,-0.39719531685113907,0.14303188025951385,-0.12038519978523254,0.3374975547194481,0.11845575273036957,-0.050560206174850464,0.38295700401067734,0.17407004535198212,0.01551315188407898,0.2619740888476372,0.19771592319011688,0.03719356656074524,0.278174452483654,0.19828633964061737,0.037295252084732056,0.21807878464460373,0.19675682485103607,0.03316262364387512,0.23075126856565475,0
